variable,file_count,year_range,years,first_seen,last_seen,has_gaps,gap_details,mapped_to,in_target_schema,files
C39_JBSM,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC32_JOBSM,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C38_LOKW,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC30_LOOKW,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C37_AVIL,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC36_AVAIL,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
A05_R48H,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC29_WWM48H,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
A04_THRS,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC28_THOURS,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
C36_OBIC,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFC25_PBASIC,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
NEWEMPST,33,2007-2016,"2007,2008,2009,2010,2011,2013,2014,2015,2016",2007,2016,YES,missing: 2012,PUFNEWEMPSTAT,,2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
FWGT,27,2005-2011,"2005,2006,2007,2008,2009,2010,2011",2005,2011,,,PUFPWGTPRV,,2005-04APR.CSV;2005-07JUL.CSV;2005-10OCT.CSV;2006-01JAN.CSV;2006-04APR.CSV;2006-07JUL.CSV;2006-10OCT.CSV;2007-01JAN.CSV;2007-04APR.CSV;2007-07JUL.CSV;2007-10OCT.CSV;2008-01JAN.CSV;2008-04APR.CSV;2008-07JUL.CSV;2008-10OCT.CSV;2009-01JAN.CSV;2009-04APR.CSV;2009-07JUL.CSV;2009-10OCT.CSV;2010-01JAN.CSV;2010-04APR.CSV;2010-07JUL.CSV;2010-10OCT.CSV;2011-01JAN.CSV;2011-04APR.CSV;2011-07JUL.CSV;2011-10OCT.CSV
PUFC29_YEAR,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC39_YEAR,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC26_WYNOT,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC34_WYNOT,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC20_PLADDW,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC21_PLADDW,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC21_PCLASS,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC23_PCLASS,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC22_OJOB,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC26_OJOB,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC23_THOURS,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC28_THOURS,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC24_WWM48H,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC29_WWM48H,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC19_PWMORE,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC20_PWMORE,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC17_PNWHRS,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC18_PNWHRS,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC18_PHOURS,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC19_PHOURS,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC10_JOB,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC12_JOB,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC11A_PROVMUN,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC13_PROCC,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC14_PROCC,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC25_LOOKW,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC30_LOOKW,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC27_AVAIL,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC36_AVAIL,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC29_MONTH,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC39_MONTH,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC33_QKB,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC43_QKB,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC31_POCC,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC41_POCC,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC09_WORK,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC11_WORK,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC08_CONWR,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC10_CONWR,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC16_NATEM,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC17_NATEM,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC15_PKB,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC16_PKB,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC09A_WORK,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC28_PREVJOB,26,2021-2024,"2021,2022,2023,2024",2021,2024,,,PUFC38_PREVJOB,,2021-02FEB.csv;2021-03MAR.csv;2021-05MAY.csv;2021-06JUN.csv;2021-08AUG.CSV;2021-09SEP.CSV;2021-11NOV.CSV;2021-12DEC.CSV;2022-02FEB.csv;2022-03MAR.csv;2022-05MAY.csv;2022-06JUN.csv;2022-08AUG.CSV;2022-09SEP.CSV;2022-11NOV.CSV;2022-12DEC.CSV;2023-02FEB.CSV;2023-03MAR.CSV;2023-05MAY.CSV;2023-06JUN.CSV;2023-08AUG.CSV;2023-09SEP.CSV;2023-11NOV.CSV;2023-12DEC.CSV;2024-02FEB.CSV;2024-03MAR.CSV
PUFC09A_NFORMAL,25,2018-2024,"2018,2019,2020,2021,2022,2023,2024",2018,2024,,,,YES,2018-07JUL.CSV;2018-10OCT.CSV;2019-01JAN.CSV;2019-04APR.CSV;2019-07JUL.CSV;2019-10OCT.CSV;2020-01JAN.CSV;2020-04APR.CSV;2020-07JUL.CSV;2020-10OCT.csv;2021-01JAN.csv;2021-04APR.csv;2021-07JUL.csv;2021-10OCT.CSV;2022-01JAN.csv;2022-04APR.csv;2022-07JUL.CSV;2022-10OCT.CSV;2023-01JAN.CSV;2023-04APR.CSV;2023-07JUL.CSV;2023-10OCT.CSV;2024-01JAN.CSV;2024-04APR.CSV;2024-07JUL.CSV
PUFC40_POCC,20,2016-2021,"2016,2017,2018,2019,2020,2021",2016,2021,,,PUFC41_POCC,,2016-04APR.CSV;2016-07JUL.CSV;2016-10OCT.CSV;2017-01JAN.CSV;2017-04APR.CSV;2017-07JUL.CSV;2017-10OCT.CSV;2018-01JAN.CSV;2018-04APR.CSV;2018-07JUL.CSV;2018-10OCT.CSV;2019-01JAN.CSV;2019-04APR.CSV;2019-07JUL.CSV;2019-10OCT.CSV;2020-01JAN.CSV;2020-04APR.CSV;2020-07JUL.CSV;2020-10OCT.csv;2021-01JAN.csv
PUFC41_WQTR,20,2016-2021,"2016,2017,2018,2019,2020,2021",2016,2021,,,,,2016-04APR.CSV;2016-07JUL.CSV;2016-10OCT.CSV;2017-01JAN.CSV;2017-04APR.CSV;2017-07JUL.CSV;2017-10OCT.CSV;2018-01JAN.CSV;2018-04APR.CSV;2018-07JUL.CSV;2018-10OCT.CSV;2019-01JAN.CSV;2019-04APR.CSV;2019-07JUL.CSV;2019-10OCT.CSV;2020-01JAN.CSV;2020-04APR.CSV;2020-07JUL.CSV;2020-10OCT.csv;2021-01JAN.csv
J12C11COURSE,17,2012-2016,"2012,2013,2014,2015,2016",2012,2016,,,PUFC09_GRADTECH,,2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
J12C09_GRADE,17,2012-2016,"2012,2013,2014,2015,2016",2012,2016,,,PUFC07_GRADE,,2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
PWGT,17,2012-2016,"2012,2013,2014,2015,2016",2012,2016,,,PUFPWGTPRV,,2012-01JAN.CSV;2012-04APR.CSV;2012-07JUL.CSV;2012-10OCT.CSV;2013-01JAN.CSV;2013-04APR.CSV;2013-07JUL.CSV;2013-10OCT.CSV;2014-01JAN.CSV;2014-04APR.CSV;2014-07JUL.CSV;2014-10OCT.CSV;2015-01JAN.CSV;2015-04APR.CSV;2015-07JUL.CSV;2015-10OCT.CSV;2016-01JAN.CSV
