target,release,variants_searched,available_variables
PUFC39_YEAR,2019-01JAN,"PUFC39_YEAR, PUFC29_YEAR","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09A_NFORMAL, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2K10"
PUFC39_YEAR,2019-04APR,"PUFC39_YEAR, PUFC29_YEAR","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09A_NFORMAL, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2K10"
PUFC39_YEAR,2019-07JUL,"PUFC39_YEAR, PUFC29_YEAR","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09A_NFORMAL, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2K10"
PUFC39_YEAR,2019-10OCT,"PUFC39_YEAR, PUFC29_YEAR","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09A_NFORMAL, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2K10"
PUFC39_YEAR,2020-01JAN,"PUFC39_YEAR, PUFC29_YEAR","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09A_NFORMAL, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC39_YEAR,2020-04APR,"PUFC39_YEAR, PUFC29_YEAR","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09A_NFORMAL, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC39_YEAR,2020-07JUL,"PUFC39_YEAR, PUFC29_YEAR","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09A_NFORMAL, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC39_YEAR,2020-10OCT,"PUFC39_YEAR, PUFC29_YEAR","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09A_NFORMAL, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC39_YEAR,2021-01JAN,"PUFC39_YEAR, PUFC29_YEAR","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09A_NFORMAL, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPSU, PUFPWGTPRV, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2015"
PUFC39_MONTH,2005-01JAN,"PUFC39_MONTH, PUFC29_MONTH","CADJHU, CADJWGT, CAUXINFO, CBWGT, CC03_NEWMEM, CC04_LNOPRV, CC05_REL, CC06_SEX, CC07_AGE, CC08_MSTAT, CC09_GRADE, CC101_LNO, CC10_CONWR, CC12_USOCC, CC13_WORK, CC14_JOB, CC16_PROCC, CC18_PKB, CC19_PCLASS, CC20_NATEM, CC21_PNWHRS, CC22_PHOURS, CC23_PWMORE, CC24_PLADDW, CC25_PFWRK, CC26_PBASIS, CC27_PBASIC, CC28_OJOB, CC30_OTOCC, CC32_OKB, CC33_OCLASS, CC34_OHOURS, CC35_OBASIS, CC36_OBASIC, CC37_AVAIL, CC38_LOOKW, CC39_JOBSM, CC40_WEEKS, CC41_FLWRK, CC42_WYNOT, CC43_LBEF, CC45_POCC, CEMPST1, CEMPST2, CEXPUEMP, CFWGT, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CNEWENT, CNEWMEM, CREG, CRLNO, CTHHHU, CUNDEMP, CVUEMP, EA_UNIQUE, FILLE06, FILLER07, FILLER08, FILLER09, FILLER10, FILLER11, FILLER12, FILLER13, FILLER14, FILLER15, FILLER16, FILLER17, FILLER18, FILLER19, FILLER20, FILLER21, FILLER22, HCN, PSU, SHSN, STRATUM, SVYMO, SVYYR, UPDIND"
PUFC39_MONTH,2005-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A01_HHEAD, A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09F2_PQKB, A09L2_PQKB, ADJHU, ADJNR, AISDEMPSTAT, ANSODWRKR, ANSOEMPSTAT, ANSOEXPUNEMP, ANSONEWENT, BGY, BWGT, C03_NEWMEM, C04_LNO, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C09_GRADE, C10_CONWR, C13_WORK, C14_JOB, C16F2_PROCC, C16L2_PROCC, C18F2_PKB, C18L2_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C36_OBASIC, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45F2_POCC, C45L2_POCC, CAUXINFO, CC101_LNO, CEMPST1, CEMPST2, CEXPUEMP, CFNO, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CMONTH, CNEWENT, CNEWMEM, COLL_INDNR, CREG, CRLNO, CROTATION, CRPM, CSTR, CSTRRCD, CTHHHU, CUNDEMP, CVUEMP, CYEAR, EA, EAUNIQUE, ESTRATA, FWGT, HCN, MUN, NEWEMPSTAT, NEWEXUNEMP, NEWNEWENT, PROV, PRRCD, PSU, PSU_NO, SECOND_ID, SHSN, STRATUM, SVYMO, SVYYR"
PUFC39_MONTH,2005-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A01_HHEAD, A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09F2_PQKB, A09L2_PQKB, ADJHU, ADJNR, AISDEMPSTAT, ANSODWRKR, ANSOEMPSTAT, ANSOEXPUNEMP, ANSONEWENT, BGY, BWGT, C03_NEWMEM, C04_LNO, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C09_GRADE, C10_CONWR, C13_WORK, C14_JOB, C16F2_PROCC, C16L2_PROCC, C18F2_PKB, C18L2_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C36_OBASIC, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45F2_POCC, C45L2_POCC, CAUXINFO, CC101_LNO, CEMPST1, CEMPST2, CEXPUEMP, CFNO, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CMONTH, CNEWENT, CNEWMEM, COLL_INDNR, CREG, CRLNO, CROTATION, CRPM, CSTR, CSTRRCD, CTHHHU, CUNDEMP, CVUEMP, CYEAR, EA, EAUNIQUE, ESTRATA, FWGT, HCN, MUN, NEWEMPSTAT, NEWEXUNEMP, NEWNEWENT, PROV, PRRCD, PSU, PSU_NO, SECOND_ID, SHSN, STRATUM, SVYMO, SVYYR"
PUFC39_MONTH,2006-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A01_HHEAD, A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09F2_PQKB, A09L2_PQKB, ADJHU, ADJNR, AISDEMPSTAT, ANSODWRKR, ANSOEMPSTAT, ANSOEXPUNEMP, ANSONEWENT, BGY, BWGT, C03_NEWMEM, C04_LNO, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C09_GRADE, C10_CONWR, C13_WORK, C14_JOB, C16F2_PROCC, C16L2_PROCC, C18F2_PKB, C18L2_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C36_OBASIC, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45F2_POCC, C45L2_POCC, CAUXINFO, CC101_LNO, CEMPST1, CEMPST2, CEXPUEMP, CFNO, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CMONTH, CNEWENT, CNEWMEM, COLL_INDNR, CREG, CRLNO, CROTATION, CRPM, CSTR, CSTRRCD, CTHHHU, CUNDEMP, CVUEMP, CYEAR, EA, EAUNIQUE, ESTRATA, FWGT, HCN, MUN, NEWEMPSTAT, NEWEXUNEMP, NEWNEWENT, PROV, PRRCD, PSU, PSU_NO, SECOND_ID, SHSN, STRATUM, SVYMO, SVYYR"
PUFC39_MONTH,2006-04APR,"PUFC39_MONTH, PUFC29_MONTH","A01_HHEAD, A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09F2_PQKB, A09L2_PQKB, ADJHU, ADJNR, AISDEMPSTAT, ANSODWRKR, ANSOEMPSTAT, ANSOEXPUNEMP, ANSONEWENT, BGY, BWGT, C03_NEWMEM, C04_LNO, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C09_GRADE, C10_CONWR, C13_WORK, C14_JOB, C16F2_PROCC, C16L2_PROCC, C18F2_PKB, C18L2_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C36_OBASIC, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45F2_POCC, C45L2_POCC, CAUXINFO, CC101_LNO, CEMPST1, CEMPST2, CEXPUEMP, CFNO, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CMONTH, CNEWENT, CNEWMEM, COLL_INDNR, CREG, CRLNO, CROTATION, CRPM, CSTR, CSTRRCD, CTHHHU, CUNDEMP, CVUEMP, CYEAR, EA, EAUNIQUE, ESTRATA, FWGT, HCN, MUN, NEWEMPSTAT, NEWEXUNEMP, NEWNEWENT, PROV, PRRCD, PSU, PSU_NO, SECOND_ID, SHSN, STRATUM, SVYMO, SVYYR"
PUFC39_MONTH,2006-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A01_HHEAD, A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09F2_PQKB, A09L2_PQKB, ADJHU, ADJNR, AISDEMPSTAT, ANSODWRKR, ANSOEMPSTAT, ANSOEXPUNEMP, ANSONEWENT, BGY, BWGT, C03_NEWMEM, C04_LNO, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C09_GRADE, C10_CONWR, C13_WORK, C14_JOB, C16F2_PROCC, C16L2_PROCC, C18F2_PKB, C18L2_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C36_OBASIC, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45F2_POCC, C45L2_POCC, CAUXINFO, CC101_LNO, CEMPST1, CEMPST2, CEXPUEMP, CFNO, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CMONTH, CNEWENT, CNEWMEM, COLL_INDNR, CREG, CRLNO, CROTATION, CRPM, CSTR, CSTRRCD, CTHHHU, CUNDEMP, CVUEMP, CYEAR, EA, EAUNIQUE, ESTRATA, FWGT, HCN, MUN, NEWEMPSTAT, NEWEXUNEMP, NEWNEWENT, PROV, PRRCD, PSU, PSU_NO, SECOND_ID, SHSN, STRATUM, SVYMO, SVYYR"
PUFC39_MONTH,2006-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A01_HHEAD, A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09F2_PQKB, A09L2_PQKB, ADJHU, ADJNR, AISDEMPSTAT, ANSODWRKR, ANSOEMPSTAT, ANSOEXPUNEMP, ANSONEWENT, BGY, BWGT, C03_NEWMEM, C04_LNO, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C09_GRADE, C10_CONWR, C13_WORK, C14_JOB, C16F2_PROCC, C16L2_PROCC, C18F2_PKB, C18L2_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C36_OBASIC, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45F2_POCC, C45L2_POCC, CAUXINFO, CC101_LNO, CEMPST1, CEMPST2, CEXPUEMP, CFNO, CINTVW, CMBDIED, CMBJOB, CMBMARR, CMBOTHR, CMBOUT, CMBSTUD, CMONTH, CNEWENT, CNEWMEM, COLL_INDNR, CREG, CRLNO, CROTATION, CRPM, CSTR, CSTRRCD, CTHHHU, CUNDEMP, CVUEMP, CYEAR, EA, EAUNIQUE, ESTRATA, FWGT, HCN, MUN, NEWEMPSTAT, NEWEXUNEMP, NEWNEWENT, PROV, PRRCD, PSU, PSU_NO, SECOND_ID, SHSN, STRATUM, SVYMO, SVYYR"
PUFC39_MONTH,2007-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2007-04APR,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2007-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2007-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2008-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2008-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2008-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
